fromNode	toNode	weight
IL1B	CLEC7A	0.0910664433866296
IL1B	RBM47	0.0797049011154621
IL1B	PTX3	0.127358923699695
IL1B	KYNU	0.0637592555868382
IL1B	IER3	0.0779252748973032
IL1B	TNFRSF21	0.0923121861108225
IL1B	NLRP3	0.0875833216991466
IL1B	DAPK1	0.0708262921709118
IL1B	PTGS2	0.0682740769121486
IL1B	LILRB2	0.105126169417848
IL1B	SLC7A7	0.079993355581917
IL1B	CCR1	0.0824963585140684
IL1B	C3AR1	0.0718445368863188
IL1B	IGSF6	0.102103120223568
IL1B	LILRA2	0.0847916599357509
IL1B	CD14	0.0796356164669614
IL1B	TNFSF13	0.0641305047885688
IL1B	TLR4	0.0603324122822946
IL1B	CXCL2	0.0524388206943724
IL1B	CSF2RA	0.0769800698748735
IL1B	CCL20	0.0747471738261742
IL1B	TLR8	0.0699051039721287
IL1B	TLR2	0.0595178693350219
IL1B	CXCL1	0.0506847633757164
LYZ	FCN1	0.216955342911426
LYZ	LOC100423631	0.249206955761385
LYZ	MNDA	0.2211916996473
LYZ	CD163	0.244880236849115
LYZ	MAFB	0.177312297753753
LYZ	PLBD1	0.238226662110471
LYZ	FCGR2B	0.150315684977603
LYZ	IDO1	0.150275996060099
LYZ	KLF4	0.154061391206183
LYZ	CPVL	0.201608170429229
LYZ	C5AR1	0.251477061698771
LYZ	AIF1	0.21561560062776
LYZ	CYBB	0.181174978237916
LYZ	CFD	0.105195658190886
LYZ	KCTD12	0.18566265590548
LYZ	TGFBI	0.238761506021675
LYZ	MPEG1	0.215267500715263
LYZ	DUSP6	0.129216229913724
LYZ	PILRA	0.220066929464421
LYZ	QPCT	0.123689564748882
LYZ	SIGLEC11	0.238131808621063
LYZ	CSTA	0.181141842824035
LYZ	HCK	0.19862195868009
LYZ	FN1	0.140221973252679
LYZ	MARCKS	0.182445313999393
LYZ	FCER1G	0.178294465260863
LYZ	LILRB1	0.26493047012666
LYZ	MS4A6A	0.187466477170485
LYZ	C1orf162	0.244205629553449
LYZ	ALDH1A1	0.221841667628637
LYZ	G0S2	0.0778369971396395
LYZ	CLEC7A	0.217410696908031
LYZ	RBM47	0.160493646075364
LYZ	PTX3	0.06776572115731
LYZ	CTBP2	0.0667769184593291
LYZ	KYNU	0.183076685984724
LYZ	CEBPA	0.0649372480039063
LYZ	CD93	0.0723426366014763
LYZ	HLA-DMB	0.101010089527837
LYZ	VMO1	0.0770759962099181
LYZ	TNFRSF21	0.196227292389815
LYZ	CST3	0.100583741077415
LYZ	NLRP3	0.0787662073652293
LYZ	DAPK1	0.175297435635506
LYZ	MS4A7	0.0520326680550669
LYZ	PTGS2	0.0553791061676061
LYZ	LILRB2	0.193213068428756
LYZ	RNASE3	0.123712258362747
LYZ	HLA-DMA	0.0569022857191218
LYZ	EPS8	0.0952840159940388
LYZ	FCER1A	0.0973176141025366
LYZ	LMO2	0.127391424603974
LYZ	SLC7A7	0.196714433144805
LYZ	PRCP	0.119942543108273
LYZ	SERPINB10	0.168367594149796
LYZ	CCR1	0.182036871282676
LYZ	C3AR1	0.138185073425588
LYZ	IGSF6	0.214380033923741
LYZ	LILRA2	0.184953165885689
LYZ	JDP2	0.0721033443641867
LYZ	CD14	0.133093057966423
LYZ	EAF2	0.145067886036691
LYZ	QKI	0.0684013676754973
LYZ	40237	0.087728855064145
LYZ	FLJ44896	0.0563489925644367
LYZ	THBD	0.171487944751806
LYZ	NEURL1B	0.0758349468583448
LYZ	TFEC	0.17891183325203
LYZ	FAM198B	0.0991059623917317
LYZ	TNFSF13	0.211837147175282
LYZ	TLR4	0.154463686195337
LYZ	C6orf89	0.056402441049146
LYZ	PTAFR	0.159023870623688
LYZ	CSF2RA	0.183933595425451
LYZ	ARRDC4	0.108749188561222
LYZ	LPCAT2	0.141755544615111
LYZ	CSF1R	0.160274187406354
LYZ	TLR8	0.182955876502993
LYZ	TLR2	0.116269036106409
LYZ	PLA2G7	0.110816583773951
FCN1	LOC100423631	0.156289570675328
FCN1	MNDA	0.209174090239808
FCN1	CD163	0.192039029576241
FCN1	MAFB	0.171431852230668
FCN1	RTD1A	0.0585517916099859
FCN1	PLBD1	0.153588719551252
FCN1	FCGR2B	0.152385725169319
FCN1	GNB4	0.0620145034192857
FCN1	IDO1	0.117326603919178
FCN1	KLF4	0.118811370386106
FCN1	CPVL	0.170546189257633
FCN1	C5AR1	0.178576329876672
FCN1	AIF1	0.200151058529027
FCN1	CYBB	0.124464291597327
FCN1	CFD	0.0737972122601942
FCN1	KCTD12	0.168130341865784
FCN1	TGFBI	0.202539183609713
FCN1	MPEG1	0.172525419299947
FCN1	DUSP6	0.132366262593988
FCN1	PILRA	0.195487655835293
FCN1	QPCT	0.129445460168739
FCN1	SIGLEC11	0.200184213908535
FCN1	CSTA	0.152020476224156
FCN1	HCK	0.167898278860958
FCN1	FN1	0.112989015240876
FCN1	MARCKS	0.178334617727848
FCN1	FCER1G	0.178617155691949
FCN1	LILRB1	0.193415707095671
FCN1	MS4A6A	0.191274434923107
FCN1	C1orf162	0.195769410821221
FCN1	ALDH1A1	0.185451015273905
FCN1	G0S2	0.0847015061157698
FCN1	CLEC7A	0.180453953990885
FCN1	RBM47	0.157544185201014
FCN1	PTX3	0.0825011855562751
FCN1	CTBP2	0.0678544691342284
FCN1	KYNU	0.175416090022608
FCN1	CEBPA	0.0748515953424838
FCN1	IER3	0.050581999206238
FCN1	CD93	0.0810016269134288
FCN1	HLA-DMB	0.0781121659076255
FCN1	DEFA1	0.0721229826421498
FCN1	VMO1	0.0671862739929616
FCN1	TNFRSF21	0.190697107445987
FCN1	CST3	0.114996888616229
FCN1	NLRP3	0.096626046824432
FCN1	DAPK1	0.150702529224038
FCN1	PTGS2	0.058781821421269
FCN1	LILRB2	0.184916145914747
FCN1	RNASE3	0.137922373728864
FCN1	EPS8	0.0806967572735755
FCN1	FCER1A	0.0914542975517603
FCN1	LMO2	0.10281382278017
FCN1	SLC7A7	0.181531881254988
FCN1	PRCP	0.111247572587901
FCN1	SERPINB10	0.160440830991257
FCN1	CCR1	0.188359559559497
FCN1	C3AR1	0.138374335059649
FCN1	IGSF6	0.196398385957515
FCN1	LILRA2	0.178004605248429
FCN1	JDP2	0.0969283226723404
FCN1	CD14	0.132199721356314
FCN1	EAF2	0.151126703208889
FCN1	QKI	0.0583787114513272
FCN1	40237	0.0816376868444355
FCN1	FLJ44896	0.0687377917571745
FCN1	THBD	0.158621528999146
FCN1	NEURL1B	0.0934489784485484
FCN1	TFEC	0.181679379666123
FCN1	FAM198B	0.0682730912932202
FCN1	TNFSF13	0.1797811714781
FCN1	TLR4	0.164487427041041
FCN1	C6orf89	0.0631831312152131
FCN1	PTAFR	0.151021186929196
FCN1	CSF2RA	0.174206757713768
FCN1	ARRDC4	0.103445436580423
FCN1	LPCAT2	0.134398934457807
FCN1	CSF1R	0.129875046672748
FCN1	TLR8	0.182845844181797
FCN1	CDKN1A	0.0568137216709417
FCN1	TLR2	0.135594261872609
FCN1	PLA2G7	0.110429787886211
FCN1	CXCL1	0.0506446123507331
IL8	C5AR1	0.0588266671109296
IL8	CXCL3	0.106532896586695
IL8	LILRB1	0.0566479319152794
IL8	G0S2	0.068827286920885
IL8	PTX3	0.108868470553054
IL8	IER3	0.0660839325635489
IL8	NLRP3	0.063298355553296
IL8	PTGS2	0.0899287792353617
IL8	CXCL2	0.084840345783478
IL8	CCL20	0.0874903218743563
IL8	CXCL1	0.0706626530040774
LOC100423631	MNDA	0.240195215751701
LOC100423631	CD163	0.225523459500994
LOC100423631	MAFB	0.192568780998364
LOC100423631	RTD1A	0.0540900185118062
LOC100423631	PLBD1	0.173209233677241
LOC100423631	FCGR2B	0.169278683047372
LOC100423631	GNB4	0.0644860476950075
LOC100423631	IDO1	0.125897872044189
LOC100423631	KLF4	0.133068914913266
LOC100423631	CPVL	0.196984974104012
LOC100423631	C5AR1	0.205061028160239
LOC100423631	AIF1	0.228462251656302
LOC100423631	CYBB	0.133206050291036
LOC100423631	CFD	0.0799539610027011
LOC100423631	KCTD12	0.199772692922488
LOC100423631	TGFBI	0.232803130231729
LOC100423631	MPEG1	0.194754741216606
LOC100423631	DUSP6	0.14689140225558
LOC100423631	PILRA	0.22729347060281
LOC100423631	QPCT	0.149024081683252
LOC100423631	SIGLEC11	0.23061605067438
LOC100423631	CSTA	0.175650787647253
LOC100423631	HCK	0.191904015894148
LOC100423631	FN1	0.131557628814864
LOC100423631	MARCKS	0.212508211379332
LOC100423631	CXCL3	0.0557243461541225
LOC100423631	FCER1G	0.20363267397293
LOC100423631	LILRB1	0.223727967465704
LOC100423631	MS4A6A	0.226766775406607
LOC100423631	C1orf162	0.228524698855111
LOC100423631	ALDH1A1	0.207966739834408
LOC100423631	G0S2	0.0965565983394451
LOC100423631	CLEC7A	0.204272842060451
LOC100423631	RBM47	0.188501876910684
LOC100423631	PTX3	0.0984211077325989
LOC100423631	CTBP2	0.0783700595510277
LOC100423631	KYNU	0.201876084370296
LOC100423631	CEBPA	0.0733085258396881
LOC100423631	IER3	0.0554480382660129
LOC100423631	CD93	0.0890092339079623
LOC100423631	HLA-DMB	0.0901492217978029
LOC100423631	DEFA1	0.0708515894494674
LOC100423631	VMO1	0.0705595729221543
LOC100423631	TNFRSF21	0.215632553985797
LOC100423631	CST3	0.117095128749828
LOC100423631	NLRP3	0.110500727644878
LOC100423631	DAPK1	0.172250289171074
LOC100423631	MS4A7	0.0509508567449275
LOC100423631	PTGS2	0.0722051299740991
LOC100423631	LILRB2	0.215082053797826
LOC100423631	RNASE3	0.161346802286807
LOC100423631	EPS8	0.0934707871744537
LOC100423631	FCER1A	0.111141232910837
LOC100423631	LMO2	0.120801073942667
LOC100423631	SLC7A7	0.205844960692404
LOC100423631	PRCP	0.126303957633392
LOC100423631	SERPINB10	0.195928370157163
LOC100423631	CCR1	0.219126402430125
LOC100423631	C3AR1	0.153501651274635
LOC100423631	IGSF6	0.228719237860034
LOC100423631	LILRA2	0.206295342665158
LOC100423631	JDP2	0.107852419642388
LOC100423631	CD14	0.156478704024316
LOC100423631	EAF2	0.175639436762572
LOC100423631	QKI	0.0670149078295078
LOC100423631	40237	0.0995432814491941
LOC100423631	FLJ44896	0.0789477469677155
LOC100423631	THBD	0.185881466290018
LOC100423631	NEURL1B	0.10197114237312
LOC100423631	TFEC	0.212191091378142
LOC100423631	FAM198B	0.0785526778618385
LOC100423631	TNFSF13	0.208898322446329
LOC100423631	TLR4	0.188303811446542
LOC100423631	C6orf89	0.0678654593300549
LOC100423631	PTAFR	0.179415697412078
LOC100423631	CSF2RA	0.211226150365509
LOC100423631	ARRDC4	0.123614765590031
LOC100423631	LPCAT2	0.1631315161549
LOC100423631	CCL20	0.0538484667551066
LOC100423631	CSF1R	0.148047202138901
LOC100423631	TLR8	0.217533268549425
LOC100423631	ANKRD33B	0.0506820611297481
LOC100423631	CDKN1A	0.058340133245624
LOC100423631	TLR2	0.156113633360992
LOC100423631	PLA2G7	0.125633630990091
LOC100423631	CXCL1	0.0622339364219627
MNDA	CD163	0.246430485169675
MNDA	MAFB	0.194771154036504
MNDA	PLBD1	0.233199529682248
MNDA	FCGR2B	0.155850758960969
MNDA	IDO1	0.157594892553376
MNDA	KLF4	0.199416416277377
MNDA	CPVL	0.227738823588663
MNDA	C5AR1	0.274475827176507
MNDA	AIF1	0.23764477263817
MNDA	CYBB	0.185244637785889
MNDA	CFD	0.152268001687895
MNDA	KCTD12	0.189663042463772
MNDA	TGFBI	0.258476610224413
MNDA	MPEG1	0.243086642584236
MNDA	DUSP6	0.145607083943408
MNDA	PILRA	0.248071579611308
MNDA	QPCT	0.128435934725488
MNDA	SIGLEC11	0.269181031410676
MNDA	CSTA	0.176574230347437
MNDA	HCK	0.213978328795048
MNDA	FN1	0.138307569467487
MNDA	MARCKS	0.189907470761129
MNDA	FCER1G	0.192086164349125
MNDA	LILRB1	0.294144165917328
MNDA	MS4A6A	0.178884921934512
MNDA	C1orf162	0.260444463636765
MNDA	ALDH1A1	0.243393707677635
MNDA	G0S2	0.0909301960638774
MNDA	CLEC7A	0.249827647068077
MNDA	RBM47	0.16328971525258
MNDA	PTX3	0.0749676195956768
MNDA	CTBP2	0.071783088541745
MNDA	KYNU	0.208468416417337
MNDA	CEBPA	0.0713148332550002
MNDA	CD93	0.072332242820091
MNDA	HLA-DMB	0.120314652462438
MNDA	VMO1	0.0987145300409816
MNDA	TNFRSF21	0.211239023504885
MNDA	CST3	0.0956720053069577
MNDA	NLRP3	0.0889811176112819
MNDA	DAPK1	0.21634893578481
MNDA	MS4A7	0.0765217719850091
MNDA	PTGS2	0.0670137015349741
MNDA	LILRB2	0.215298805982374
MNDA	RNASE3	0.114478620239404
MNDA	HLA-DMA	0.0732430430129679
MNDA	EPS8	0.109359124772424
MNDA	FCER1A	0.0995006190686032
MNDA	LMO2	0.160122860166148
MNDA	SLC7A7	0.217994746225749
MNDA	PRCP	0.132607093036527
MNDA	SERPINB10	0.169550117972139
MNDA	CCR1	0.183476659990842
MNDA	C3AR1	0.151496040951216
MNDA	IGSF6	0.23893005494691
MNDA	LILRA2	0.210700754116496
MNDA	JDP2	0.0700357784269196
MNDA	CD14	0.148392420425757
MNDA	EAF2	0.139780439807745
MNDA	QKI	0.0718446715849777
MNDA	40237	0.0948850903962717
MNDA	FLJ44896	0.0535264309759478
MNDA	THBD	0.188941328648952
MNDA	TBC1D9	0.0585147952999807
MNDA	NEURL1B	0.0810337611385316
MNDA	TFEC	0.169081360360688
MNDA	FAM198B	0.116155270101025
MNDA	TNFSF13	0.233678639444561
MNDA	TLR4	0.158457522949406
MNDA	C6orf89	0.058028471296281
MNDA	PTAFR	0.174651523614499
MNDA	CSF2RA	0.193174800436692
MNDA	ARRDC4	0.11955581443625
MNDA	LPCAT2	0.146152612277751
MNDA	CSF1R	0.205541238792834
MNDA	TLR8	0.198644175242339
MNDA	TLR2	0.123212740283778
MNDA	PLA2G7	0.113458000600828
MNDA	CXCL1	0.0519542644013773
LOC100133583	LOC723547	0.0603084269318523
LOC100133583	HLA-DRA	0.0745536874324485
LOC100133583	HLA-DRB1	0.127734465757743
CD163	MAFB	0.202205785745948
CD163	PLBD1	0.211762170955285
CD163	FCGR2B	0.157867195230601
CD163	GNB4	0.0500034890452842
CD163	IDO1	0.132437683099492
CD163	KLF4	0.161202919860983
CD163	CPVL	0.225520490951592
CD163	C5AR1	0.224129213231315
CD163	AIF1	0.241724410431276
CD163	CYBB	0.159433104513164
CD163	CFD	0.103818342878923
CD163	KCTD12	0.193091040778227
CD163	TGFBI	0.259020993033859
CD163	MPEG1	0.226194474599862
CD163	DUSP6	0.150772301530815
CD163	PILRA	0.247597013645843
CD163	QPCT	0.13135997381507
CD163	SIGLEC11	0.237790953079127
CD163	CSTA	0.163153407935065
CD163	HCK	0.181270603426126
CD163	FN1	0.147071355622409
CD163	MARCKS	0.226393060424579
CD163	CXCL3	0.0609024817131498
CD163	FCER1G	0.196030666229339
CD163	LILRB1	0.228726607018011
CD163	MS4A6A	0.224148648038795
CD163	C1orf162	0.227367777447456
CD163	ALDH1A1	0.234454730777405
CD163	G0S2	0.102283510142938
CD163	CLEC7A	0.234644420667947
CD163	RBM47	0.191574662825901
CD163	PTX3	0.0978407949925447
CD163	CTBP2	0.0840209153997087
CD163	KYNU	0.214955765524968
CD163	CEBPA	0.0703403916014462
CD163	IER3	0.0541775678725763
CD163	CD93	0.0891873007826616
CD163	HLA-DMB	0.109726375883331
CD163	DEFA1	0.0564548386061088
CD163	VMO1	0.0786105913288769
CD163	TNFRSF21	0.221972539037496
CD163	CST3	0.110440495756902
CD163	NLRP3	0.10622458700051
CD163	DAPK1	0.196930094414268
CD163	MS4A7	0.0572765661941291
CD163	PTGS2	0.0823496302867699
CD163	LILRB2	0.229194183350982
CD163	RNASE3	0.148490678870042
CD163	HLA-DMA	0.0624094486535069
CD163	EPS8	0.101480259079678
CD163	FCER1A	0.115712996933683
CD163	LMO2	0.149084667588294
CD163	SLC7A7	0.222339057286327
CD163	PRCP	0.12814054909901
CD163	SERPINB10	0.204694715160573
CD163	CCR1	0.221004616575397
CD163	C3AR1	0.141181624562132
CD163	IGSF6	0.246758401344392
CD163	LILRA2	0.224893392757387
CD163	JDP2	0.0896959008861305
CD163	CD14	0.163637920776022
CD163	EAF2	0.170556229747081
CD163	QKI	0.0750504996216831
CD163	40237	0.101801598045971
CD163	FLJ44896	0.0669429730325528
CD163	THBD	0.205784127623564
CD163	NEURL1B	0.0922115726627807
CD163	TFEC	0.2107159962953
CD163	FAM198B	0.100548939520987
CD163	TNFSF13	0.231972642269846
CD163	TLR4	0.187872755665189
CD163	CXCL2	0.0504871698997454
CD163	C6orf89	0.0681816126872836
CD163	PTAFR	0.190646789487335
CD163	CSF2RA	0.225760070851776
CD163	ARRDC4	0.132402095425176
CD163	LPCAT2	0.164995506700339
CD163	CCL20	0.0569277298393665
CD163	CSF1R	0.176025023261811
CD163	TLR8	0.222659676163486
CD163	CDKN1A	0.0500986015353906
CD163	TLR2	0.151343034600347
CD163	PLA2G7	0.126175442125096
CD163	CXCL1	0.0685469632654919
LOC723547	HLA-DRA	0.298976071185802
LOC723547	HLA-DRB1	0.141998624508265
LOC723547	HLA-DMB	0.143803678848828
LOC723547	HLA-DMA	0.104810670628429
LOC723547	LOC100294275	0.0560835753647402
LOC723547	CD74	0.0973874080239894
MAFB	PLBD1	0.187311262917097
MAFB	FCGR2B	0.133206004523195
MAFB	IDO1	0.145947333856568
MAFB	KLF4	0.194932939553529
MAFB	CPVL	0.190192697546649
MAFB	C5AR1	0.248394632471026
MAFB	AIF1	0.220543837744793
MAFB	CYBB	0.168097453466334
MAFB	CFD	0.149065693738299
MAFB	KCTD12	0.151499222531528
MAFB	TGFBI	0.21771584348469
MAFB	MPEG1	0.206757589476342
MAFB	DUSP6	0.139916441518246
MAFB	PILRA	0.215863607436032
MAFB	QPCT	0.101967527991075
MAFB	SIGLEC11	0.247759979239002
MAFB	CSTA	0.138636977209229
MAFB	HCK	0.19846593270218
MAFB	FN1	0.107773100119791
MAFB	MARCKS	0.156137539330818
MAFB	FCER1G	0.178065448788137
MAFB	LILRB1	0.267072000074166
MAFB	MS4A6A	0.135599397958727
MAFB	C1orf162	0.220864748468936
MAFB	ALDH1A1	0.206547252170077
MAFB	G0S2	0.0934656763741886
MAFB	CLEC7A	0.221704537557447
MAFB	RBM47	0.126808123690622
MAFB	PTX3	0.0691736527503648
MAFB	CTBP2	0.0654314170879088
MAFB	KYNU	0.179884853389099
MAFB	CEBPA	0.0710738042369527
MAFB	IER3	0.0511180514731234
MAFB	CD93	0.0653181186077682
MAFB	HLA-DMB	0.100587671753138
MAFB	VMO1	0.0957783347483595
MAFB	TNFRSF21	0.173431806787721
MAFB	CST3	0.0737666463533485
MAFB	NLRP3	0.0751692715736601
MAFB	DAPK1	0.199850184010683
MAFB	MS4A7	0.0865612140193572
MAFB	PTGS2	0.0695088824754855
MAFB	LILRB2	0.183104099783508
MAFB	RNASE3	0.0858260036038242
MAFB	HLA-DMA	0.0677709125384978
MAFB	EPS8	0.08327451588421
MAFB	FCER1A	0.0715852339093044
MAFB	LMO2	0.137632102481094
MAFB	SLC7A7	0.180366766530507
MAFB	PRCP	0.0914757011567345
MAFB	SERPINB10	0.123749242703681
MAFB	CCR1	0.154193098025012
MAFB	C3AR1	0.14920566547317
MAFB	IGSF6	0.202307200916839
MAFB	LILRA2	0.185150660302769
MAFB	JDP2	0.0588816546811058
MAFB	CD14	0.117809374065889
MAFB	EAF2	0.101226316155481
MAFB	QKI	0.0630023998776778
MAFB	40237	0.0692718014437403
MAFB	THBD	0.158210836471508
MAFB	TBC1D9	0.0516579978891927
MAFB	NEURL1B	0.0756246538570209
MAFB	TFEC	0.126732028623713
MAFB	FAM198B	0.090473661338729
MAFB	TNFSF13	0.183182419942376
MAFB	TLR4	0.131282150473559
MAFB	C6orf89	0.0519146377245511
MAFB	PTAFR	0.1350519315807
MAFB	CSF2RA	0.156187413733081
MAFB	ARRDC4	0.0981426512868306
MAFB	LPCAT2	0.125735479557173
MAFB	CSF1R	0.183762970074265
MAFB	TLR8	0.163307796392355
MAFB	TLR2	0.108543078732203
MAFB	PLA2G7	0.0835160377916425
RTD1A	PLBD1	0.0596933623090338
RTD1A	C5AR1	0.0527102749456913
RTD1A	LILRB1	0.0551102640482604
RTD1A	DEFA1	0.0981037528820839
RTD1A	CRISP3	0.0812874490294694
PLBD1	FCGR2B	0.163101720297657
PLBD1	GNB4	0.0628649582326021
PLBD1	IDO1	0.121951293933813
PLBD1	KLF4	0.13390332971559
PLBD1	CPVL	0.188771604588768
PLBD1	C5AR1	0.196112671438465
PLBD1	AIF1	0.22117533464115
PLBD1	CYBB	0.127736205423424
PLBD1	CFD	0.0835780933913771
PLBD1	KCTD12	0.188704992823458
PLBD1	TGFBI	0.223098612290939
PLBD1	MPEG1	0.19013560776182
PLBD1	DUSP6	0.144087848848791
PLBD1	PILRA	0.219019684434417
PLBD1	QPCT	0.147374011086484
PLBD1	SIGLEC11	0.222194728917133
PLBD1	CSTA	0.169350251194689
PLBD1	HCK	0.182948830401199
PLBD1	FN1	0.12731612059516
PLBD1	MARCKS	0.195783785667097
PLBD1	CXCL3	0.0559336565176968
PLBD1	FCER1G	0.195308944691975
PLBD1	LILRB1	0.21456328397017
PLBD1	MS4A6A	0.211400304395484
PLBD1	C1orf162	0.216951562270915
PLBD1	ALDH1A1	0.202226805831123
PLBD1	G0S2	0.0959423884811431
PLBD1	CLEC7A	0.19800111778378
PLBD1	RBM47	0.17852652288273
PLBD1	PTX3	0.0931789726924365
PLBD1	CTBP2	0.0711630435324413
PLBD1	KYNU	0.193802857466511
PLBD1	CEBPA	0.0747144598322899
PLBD1	IER3	0.0565771859407538
PLBD1	CD93	0.0871439198538342
PLBD1	HLA-DMB	0.0866188979837203
PLBD1	DEFA1	0.0731375283801113
PLBD1	VMO1	0.0741283928205851
PLBD1	TNFRSF21	0.208601070488044
PLBD1	CST3	0.118314800820591
PLBD1	NLRP3	0.106163911827381
PLBD1	DAPK1	0.17137514861115
PLBD1	MS4A7	0.051438600133205
PLBD1	PTGS2	0.0693558096969319
PLBD1	LILRB2	0.206405177804313
PLBD1	RNASE3	0.152072629595705
PLBD1	EPS8	0.091914588062868
PLBD1	FCER1A	0.10164102411928
PLBD1	LMO2	0.11325016188707
PLBD1	SLC7A7	0.198453650882177
PLBD1	PRCP	0.132859882541384
PLBD1	SERPINB10	0.181588728404033
PLBD1	CCR1	0.206194862813617
PLBD1	C3AR1	0.146221036694723
PLBD1	IGSF6	0.221065253721898
PLBD1	LILRA2	0.195546266101304
PLBD1	JDP2	0.100213768544782
PLBD1	CD14	0.149729752098481
PLBD1	EAF2	0.168087241984442
PLBD1	QKI	0.0660547315187659
PLBD1	40237	0.0942531871194582
PLBD1	FLJ44896	0.079628121633046
PLBD1	THBD	0.173807025500853
PLBD1	NEURL1B	0.0972255701012923
PLBD1	TFEC	0.194555592522749
PLBD1	FAM198B	0.0761584919335129
PLBD1	TNFSF13	0.202280452033725
PLBD1	TLR4	0.182329401012937
